cpu,memory,errors,response_time,failure
1432,48.9,38,308.3,0
1335,47.8,40,308.2,0
1411,51.3,43,308.2,0
1510,43.5,46,308.2,0
1441,44,48,308.3,0
1358,42.7,50,308.2,0
1686,30.4,53,308.2,0
1662,30.4,55,308.2,0
1426,40.1,60,308.3,0
1330,53.6,62,308.4,0
1693,31.6,65,308.4,0
1426,47.9,67,308.4,0
1676,31,69,308.5,0
1332,51.7,71,308.4,0
1647,35,74,308.5,0
1267,68.2,76,308.6,1
1375,55.1,78,308.7,0
1422,48.9,83,308.6,0
1408,48.7,85,308.7,0
1440,42.5,87,308.9,0
1772,25.2,89,308.8,0
1492,37.8,91,308.7,0
1650,30.5,93,308.7,0
2329,14.6,95,308.6,0
1648,30.8,98,308.6,0
1653,31.7,100,308.6,0
1946,22.3,102,308.6,0
1555,36.6,104,308.6,0
1661,32.2,106,308.6,0
1434,45.9,108,308.6,0
1297,54.2,110,308.6,0
1466,46.4,112,308.6,0
1517,39.8,114,308.6,0
1742,34.5,117,308.5,0
1580,39.1,119,308.5,0
1534,42.9,121,308.5,0
1481,40.7,124,308.6,0
1429,37.7,126,308.6,0
1574,33.5,128,308.6,0
1524,40.4,131,308.6,0
1507,37.5,134,308.7,0
1467,44.7,136,308.5,0
1301,51.1,138,308.4,0
1429,55.1,140,308.5,0
1555,37.6,142,308.5,0
1503,40.6,145,308.5,0
1459,43.1,147,308.5,0
1449,42.4,149,308.4,0
1387,57.3,154,308.5,0
1456,50,156,308.5,0
1604,34.7,159,308.5,0
1734,32.4,161,308.6,0
1378,47.8,163,308.6,0
1504,41.8,165,308.7,0
1402,49.8,167,308.7,0
1524,37.7,170,308.6,0
1593,35.5,175,308.6,0
1772,28.4,177,308.7,0
1623,31,180,308.6,0
1356,50.7,185,308.7,0
1500,41.6,187,308.7,0
1566,46.6,192,308.8,0
1445,43.4,197,308.9,0
1382,58.5,199,308.8,0
1418,45.7,204,308.8,0
1329,53.6,207,308.8,1
1491,41,209,308.8,0
1573,37.4,212,308.9,0
1521,42.3,215,308.9,0
1467,47.2,218,308.9,0
1325,48.4,220,308.9,0
1617,32.3,223,308.9,0
1476,42.7,225,308.9,0
1515,48.9,228,309,1
1408,47.2,0,309,0
1468,45.6,2,309.1,0
1387,48.7,4,309.1,0
1503,34.7,6,309.1,0
1410,47.1,9,309.1,0
1615,30.6,14,308.9,0
1511,35.9,16,308.9,0
1405,53.8,18,309,0
1526,41.1,20,308.9,0
1530,38.3,23,308.8,0
1583,32.5,25,308.7,0
2069,18.7,27,308.6,0
1490,35,29,308.5,0
1736,29,31,308.5,0
1395,44.4,33,308.5,0
1425,49.6,35,308.6,0
1631,32.4,38,308.6,0
1535,41.2,40,308.6,0
1584,34.4,42,308.6,0
1543,38.2,44,308.7,0
1635,35.2,47,308.7,0
1446,45.5,49,308.7,0
1598,35.1,52,308.6,0
1501,35,55,308.6,0
1450,50.8,57,308.5,0
1730,25.9,59,308.6,0
1571,33.7,61,308.6,0
1438,51.7,64,308.7,0
1510,38.7,66,308.5,0
1389,44.9,69,308.7,0
1490,33.6,71,308.7,0
1729,26.6,73,308.7,0
1495,38.4,75,308.8,0
1281,53.9,77,308.8,0
1353,48.1,79,308.7,0
1429,50.1,84,308.8,0
1413,42.1,86,308.8,0
1502,38.3,88,308.8,0
1553,32.6,90,308.8,0
1712,26.4,95,308.9,0
1786,23.5,100,309,0
1951,21.4,102,309,0
1541,36.3,104,309,0
1605,34.3,107,309.1,0
1578,38.1,109,309.1,0
1440,37.5,111,309.2,0
1489,42.3,114,309.2,0
1366,48.4,116,309.3,0
1541,37.2,118,309.2,0
1552,40.7,120,309.1,0
1473,40.3,125,309.1,0
1531,37.9,127,309.1,0
1511,37.2,129,309.2,0
1449,47.9,131,309.1,0
1440,50,134,309.1,0
1881,23.9,137,309,0
1447,50.4,140,309,0
1326,62,142,309.1,0
1607,31.7,145,309.2,0
1551,39.1,147,309.1,0
1496,37.2,149,309.1,0
1493,38,151,309.1,0
1304,50.5,153,309.1,0
1420,41.6,155,309,0
1766,24.6,158,309.1,0
1450,43.1,160,309.2,0
1872,22.6,162,309.2,0
1713,26.5,167,309.2,0
1497,40.9,169,309.2,0
1352,44.7,172,309.1,0
1499,41.5,175,309.2,0
1972,19.3,177,309.3,0
1422,49.2,179,309.3,0
1523,41.5,181,309.3,0
1563,41.5,183,309.4,0
1391,46.6,185,309.3,0
1795,24.7,187,309.1,0
1293,53.7,189,309.1,0
1345,60.7,191,309.1,1
1615,33.7,193,309,0
1342,50.8,195,308.9,0
1502,46.7,197,308.8,0
1620,35.4,199,308.7,0
1537,42.8,202,308.7,0
2248,16.8,204,308.7,0
1706,28.6,206,308.7,0
2250,16.6,208,308.7,0
1396,48.6,0,308.7,0
1522,46.4,2,308.6,0
1539,45.4,4,308.6,0
1415,54,6,308.5,0
1446,37,11,308.5,0
1486,41.1,13,308.6,0
1426,38.6,16,308.7,0
1449,38.9,18,308.7,0
1320,67.5,20,308.8,1
1447,39.6,22,308.9,0
1422,47.3,25,309,0
1399,52.1,27,309.1,0
1427,41.5,29,309.2,0
1334,46.3,31,309.2,0
1385,45.6,34,309.1,0
1552,37.4,37,309.2,0
1534,37.5,39,309.3,0
1448,48.6,44,309.3,0
1409,44.7,46,309.3,0
1621,34.5,48,309.2,0
1547,40.9,50,309.1,0
1957,22.1,55,309.1,0
2421,14.2,57,309.1,0
1571,38.3,59,309.1,0
1634,36.8,62,309.1,0
1516,38.7,64,309,0
1207,66.5,66,309.1,0
1670,35.9,68,309.1,0
1461,48.6,70,309.1,0
1569,40.8,73,309.2,0
1556,35.7,75,309.2,0
1506,41.5,77,309.3,0
1642,30.3,80,309.4,0
1283,62.1,83,309.4,0
1375,46.8,86,309.5,0
1399,39.9,91,309.4,0
1650,29.8,93,309.4,0
1346,53.2,95,309.6,0
1410,51.2,98,309.6,0
1586,37.8,103,309.7,0
1372,39.6,105,309.8,0
1529,42.4,107,309.7,0
1652,28.6,112,309.7,0
1532,39.8,115,309.8,0
1554,32,117,309.7,0
1462,51,119,309.6,0
1254,61.3,124,309.6,0
1294,49.7,126,309.6,0
1739,27.5,128,309.5,0
1412,47.8,130,309.4,0
1372,56.2,133,309.5,0
1420,46.7,136,309.5,0
1542,40.3,141,309.5,0
1401,48.1,143,309.4,0
1510,42.5,146,309.4,0
1547,38.5,148,309.5,0
1453,43.2,153,309.5,0
1408,45.6,156,309.4,0
1436,51.6,158,309.4,0
1582,38.2,160,309.5,0
1280,59.3,163,309.6,0
2008,20.4,165,309.5,0
1772,23.5,167,309.5,0
1779,26.1,169,309.5,0
1567,35.5,171,309.5,0
1751,27,173,309.4,0
1349,51.3,176,309.5,0
1425,40.8,178,309.5,0
1395,44.5,181,309.4,0
1595,32.1,183,309.3,0
1291,56.4,188,309.3,0
1509,42.8,190,309.4,0
1483,38.1,193,309.4,0
1620,31.1,196,309.3,0
1487,42.2,198,309.4,0
2256,15.9,201,309.4,0
1691,27.7,203,309.2,0
1663,35.2,208,309.3,0
1640,31.1,211,309.3,0
1494,37.8,214,309.3,0
1467,46.2,219,309.4,0
1399,41.9,221,309.3,1
1445,42.6,0,309.3,0
1480,40.9,2,309.4,0
1546,37.2,4,309.3,0
1574,35.8,6,309.3,0
1592,34.2,8,309.3,0
1495,39.6,10,309.5,0
1447,43.1,12,309.6,0
1476,44.4,14,309.5,0
1641,27.1,16,309.5,0
1545,32.2,18,309.5,0
1364,44.4,20,309.6,0
1590,28.5,23,309.5,0
1460,37.4,25,309.4,0
1609,32.5,27,309.4,0
1633,27.5,29,309.4,0
1348,52.8,31,309.4,0
1322,53.9,33,309.4,0
1641,30.1,35,309.5,0
1728,26,37,309.5,0
1431,47.7,39,309.6,0
1641,30.4,41,309.7,0
1622,36.1,43,309.6,0
1625,38,46,309.6,0
1869,22.7,49,309.5,0
1452,46,51,309.6,0
1618,28.7,53,309.6,0
2010,20,55,309.4,0
1363,60.9,57,309.4,0
1473,40.4,59,309.3,0
1333,50.8,61,309.2,0
1760,25.9,63,309.2,0
1372,58.2,65,309.2,0
1608,34.4,68,309.2,0
1326,64.8,71,309.2,0
1560,37.1,73,309.1,0
1539,36.1,76,309,0
2266,15.3,79,309.1,0
1641,35.8,81,309.1,0
1574,39.2,83,309.1,0
1407,50.6,85,309.1,0
1302,55.5,87,309.2,0
1651,30.8,92,309.2,0
1366,55.2,95,309.1,0
1701,28.6,98,309,0
1498,44.6,101,309,0
1422,45.3,103,309.1,0
1357,47.3,106,309.1,0
1690,29.2,108,309.2,0
1559,39.1,110,309.2,0
1553,32.4,112,309.3,0
1558,34.8,115,309.3,0
1362,51.9,117,309.4,0
1470,42.7,119,309.3,0
1555,34.8,122,309.4,0
1423,42.9,124,309.4,0
1434,38.5,127,309.3,0
1779,25.5,129,309.3,0
1417,54.6,131,309.3,0
1425,45.9,133,309.2,0
1597,32.9,135,309.2,0
1346,57.4,138,309.2,0
1422,40.4,140,309.2,0
1572,32.8,142,309.2,0
1412,45.4,147,309.2,0
1576,36.4,149,309.1,0
1508,41.2,152,309.1,0
1496,44.4,155,309.1,0
1572,35.4,158,309.2,0
1525,42.8,160,309,0
1378,51.9,162,309,0
1369,51.4,164,309.1,0
1476,45.3,166,309.1,0
1620,30,168,309.2,0
1603,38.5,170,309.1,0
1411,46.1,173,309.2,0
1616,31.6,175,309.2,0
1631,35.1,177,309.2,0
1685,28.9,179,309.2,1
1456,40.6,182,309.2,0
1417,50.1,187,309.1,0
1851,24.7,189,309.1,0
1715,27.8,192,309.1,0
1630,32.3,194,309.1,0
1478,38.8,199,309.2,0
1781,29.6,201,309.2,0
1439,36.1,203,309.2,0
1412,45.3,205,309.2,0
1483,41.1,208,309.1,0
1400,42.6,210,309.2,0
1299,65.1,212,309.3,1
1479,44.4,214,309.2,0
1491,47.5,216,309.2,0
1389,52.8,0,309.3,0
1399,54.8,3,309.4,0
1889,26,6,309.4,0
1925,21.9,9,309.5,0
1675,30.2,11,309.5,0
1477,38.1,13,309.6,0
1364,45.9,16,309.6,0
1451,39.4,18,309.5,0
1467,41.2,20,309.4,0
1858,22.5,22,309.4,0
1559,39.7,24,309.4,0
1560,47.7,26,309.4,0
1453,47.6,28,309.4,0
1464,41.7,30,309.4,0
1308,50.2,32,309.4,0
1353,50.9,34,309.5,0
1556,35.8,36,309.6,0
2183,17.8,39,309.5,0
1491,41.8,41,309.6,0
1528,35.1,44,309.6,0
1430,52.7,47,309.6,0
1495,32.6,49,309.5,0
1630,28.3,51,309.5,0
1524,38.4,54,309.6,0
1326,52.4,57,309.6,0
1438,44,59,309.5,0
1356,45.9,64,309.6,0
1416,43.3,66,309.6,0
1584,32.6,71,309.7,0
1597,31.8,73,309.6,0
1553,43.9,75,309.6,0
1405,49.4,77,309.5,0
1539,35.3,80,309.5,0
1398,53.7,82,309.6,0
1568,39.6,85,309.6,0
1404,44.6,87,309.6,0
1500,45.7,89,309.5,0
1642,28.8,92,309.5,0
1509,46.6,95,309.6,0
1343,50.2,98,309.5,0
1450,40.1,100,309.5,0
1460,43.5,102,309.4,0
1364,41.2,104,309.3,0
1452,41.9,106,309.3,0
1471,41.8,109,309.3,0
1598,34.6,111,309.2,0
1772,24.8,113,309.1,0
1761,25.6,115,309.2,0
1413,40.7,117,309.3,0
1887,22.6,120,309.3,0
1395,56.5,122,309.3,0
1569,31.6,124,309.4,0
1434,47.3,127,309.4,0
1417,41.1,129,309.5,0
1729,28.4,131,309.5,0
1356,51.1,133,309.5,0
1436,48.8,135,309.5,0
1419,42.5,137,309.6,0
1593,38.1,140,309.6,0
1320,62.2,142,309.5,0
1448,42.4,145,309.5,0
1470,33.5,148,309.4,0
1612,33.1,150,309.4,0
1412,51.6,153,309.4,0
1875,23.9,155,309.4,0
1612,36,158,309.3,0
1411,41.6,160,309.3,0
1490,47.9,163,309.2,0
1467,40.3,166,309.3,0
1807,26.4,169,309.2,0
1368,46,171,309.1,0
1572,32,173,309.2,0
1458,44.3,175,309.1,0
1699,30.3,178,309.1,0
1478,39.5,180,309.3,0
1362,42.1,182,309.4,0
1487,38.9,185,309.4,0
1705,29.4,190,309.4,0
1345,53.5,192,309.3,0
1532,40.2,194,309.2,0
1650,35.2,196,309.2,0
1398,54.4,198,309.2,0
1412,44.8,200,309.2,0
1525,39.6,202,309.3,0
1391,57.9,204,309.3,0
1766,28.2,207,309.3,0
1671,35,209,309.3,0
1373,48.8,211,309.3,0
1347,50.1,213,309.4,0
1539,39.1,216,309.3,0
1470,40.8,219,309.3,0
1528,37,221,309.3,0
1471,45.2,223,309.3,0
1528,37.2,228,309.2,0
1417,51.5,231,309.3,1
1549,43.4,233,309.4,0
1463,49.2,235,309.4,0
1479,43.6,240,309.5,0
1867,23,242,309.5,0
1471,44.1,244,309.4,0
1380,47.6,246,309.4,1
1623,32.7,0,309.7,0
1997,20.7,5,309.7,0
1390,48.5,7,309.6,0
1418,46.6,12,309.7,0
1519,35.8,14,309.7,0
1519,39.7,16,309.7,0
1536,37.2,19,309.6,0
1680,28.7,22,309.6,0
1555,37.9,24,309.4,0
1471,49.6,29,309.5,0
1877,23.8,31,309.4,0
1578,30.5,34,309.3,0
1655,32.1,37,309.4,0
1502,34.3,40,309.4,0
1367,63.2,45,309.4,1
1541,37.2,48,309.5,0
1588,37,50,309.6,0
1684,32.8,53,309.6,0
1437,40,55,309.5,0
1409,42.4,57,309.6,0
1320,49.9,59,309.5,0
1635,34.2,62,309.5,0
1691,27.6,67,309.5,0
1365,50,70,309.6,0
1523,38.2,73,309.7,0
1593,32.4,76,309.7,0
1682,30.7,78,309.6,0
1329,54.3,80,309.6,0
1568,35.2,82,309.6,0
1733,24.8,85,309.6,0
1473,48.1,87,309.6,0
1633,31.3,90,309.5,0
1530,40.2,93,309.5,0
1550,40.2,96,309.5,0
1410,40.6,99,309.4,0
1574,33.5,101,309.3,0
1425,40.3,103,309.4,0
1541,35.2,105,309.4,0
1733,26.7,108,309.5,0
2496,13.5,111,309.4,0
1552,36.4,113,309.4,0
1409,38.7,115,309.3,0
1581,35.7,117,309.4,0
1251,59.9,120,309.5,0
1500,44.1,122,309.6,0
1576,38.8,124,309.5,0
1352,44,126,309.5,0
1661,30.3,129,309.6,0
1541,34.6,131,309.6,0
1888,20.5,133,309.6,0
1255,62.1,138,309.5,0
1411,41.6,140,309.6,0
1516,39,142,309.5,0
1492,34,144,309.5,0
1726,30,147,309.6,0
1598,33.7,149,309.7,0
1657,31.1,151,309.8,0
1481,38.1,153,309.7,0
1397,51.3,155,309.7,0
1461,44.3,158,309.7,0
1388,51.1,160,309.6,0
1507,52.4,163,309.7,0
1421,49.8,165,309.6,0
1258,54.9,168,309.7,0
1482,39,171,309.7,0
1403,51.3,174,309.6,0
1373,45.4,179,309.7,0
1460,42.1,181,309.7,0
1751,27.9,183,309.7,0
1546,42.3,186,309.6,0
1680,28.2,189,309.7,0
1394,48.8,192,309.7,0
1810,26,195,309.6,0
1479,34.5,197,309.5,0
1431,41.4,199,309.7,0
2355,14.4,201,309.7,0
1996,19.8,203,309.6,1
1461,49.9,0,309.5,0
2007,19.7,2,309.5,0
1505,34.9,7,309.6,0
1925,20.5,9,309.6,0
1622,30.5,14,309.5,0
1592,29,17,309.5,0
1850,24.5,19,309.5,0
1470,48.7,21,309.5,0
1445,46.4,24,309.5,0
1685,31.1,27,309.5,0
1667,30.5,29,309.5,0
1578,35.4,34,309.5,0
1691,28,36,309.4,0
1439,43.8,41,309.5,0
1404,38.7,44,309.6,0
1498,45.8,47,309.6,0
1481,44.5,49,309.5,0
1589,35,52,309.4,0
1467,44.3,55,309.5,0
1654,32.8,57,309.4,0
1508,39.9,59,309.5,0
1439,43,61,309.6,0
1692,30.3,64,309.5,0
1838,24.9,66,309.5,0
1601,40.2,69,309.3,0
1369,51.6,71,309.4,0
1312,45.2,73,309.4,0
1468,44.1,76,309.4,0
1452,39.4,78,309.4,0
1393,43.9,81,309.5,0
1432,44.2,84,309.4,0
1510,46,87,309.3,0
1521,37.2,90,309.4,0
1360,46.2,93,309.4,0
1881,25.5,98,309.3,0
1413,50.3,101,309.3,0
1642,36.2,103,309.4,0
1542,38.5,108,309.5,0
1447,39.3,110,309.5,0
1530,40.4,112,309.4,0
1795,27.7,117,309.5,0
1290,57.4,119,309.6,0
1639,30.4,121,309.7,0
1596,31.5,123,309.8,0
1455,48,125,309.8,0
1659,28.9,127,309.8,0
1532,42.5,130,309.8,0
1502,42.4,133,309.8,0
1688,28.6,135,309.8,0
1341,50.9,137,309.7,0
1685,29.4,140,309.7,0
1370,55.9,143,309.8,0
1461,52.5,146,309.8,0
1550,37.4,148,309.8,0
1508,37.8,150,309.8,0
1345,62.7,153,309.8,0
1616,34.5,155,309.7,0
1395,61,157,309.7,0
1324,72.8,159,309.8,1
1445,43.9,164,309.8,0
1555,38.9,166,309.8,0
1449,42.4,169,309.9,0
1466,53.2,172,309.9,0
1503,37.4,175,309.9,0
1488,35.7,177,309.7,0
1314,50.2,179,309.7,0
1547,38,181,309.7,0
1466,39.8,184,309.7,0
1537,37.1,187,309.6,0
1434,51.5,189,309.5,0
1432,44.7,192,309.6,0
1390,48.4,194,309.6,0
1580,42.8,196,309.7,0
1589,30.5,198,309.7,0
1441,48.8,200,309.8,0
1305,51.7,202,309.8,0
1566,35.9,204,309.8,0
1379,54.2,207,309.8,1
1543,38.1,209,309.6,0
1421,49.6,211,309.8,0
1760,30.6,213,309.6,0
1711,29.2,215,309.5,0
1465,41.6,217,309.6,0
1366,50.2,219,309.6,0
1888,21.9,221,309.5,0
1777,23.6,0,309.5,0
1379,55.6,2,309.5,0
1525,51.3,4,309.5,0
1563,34,6,309.6,0
1389,43.3,9,309.7,0
1447,42.9,12,309.8,0
1934,22.8,15,309.7,0
1470,43.8,18,309.7,0
1428,42.6,23,309.7,0
1319,48.1,26,309.6,0
1887,24.3,28,309.7,0
1349,50.4,30,309.5,0
1665,31.4,32,309.5,0
1474,38.7,35,309.5,0
1543,38.9,37,309.5,0
1459,43.9,39,309.4,0
1551,37.9,42,309.5,0
1981,21.4,44,309.4,0
1526,35.3,46,309.4,0
1501,40,48,309.4,0
1558,38.3,51,309.4,0
1532,43.2,53,309.3,0
1326,55.9,55,309.2,0
1431,51.3,57,309.2,0
1366,49.3,59,309.3,0
1421,42.5,61,309.2,0
1506,35.6,63,309.3,0
1342,48.7,68,309.3,0
1427,37.6,73,309.2,0
1667,29.9,75,309.2,0
1400,46.7,77,309.1,0
1709,32.1,79,309,0
1368,45.8,81,309,0
1882,23.8,84,309.1,0
1353,58.7,86,309.1,0
1553,40,88,309,0
1431,45.4,90,309.1,0
1731,30.4,92,309.1,0
1687,27.7,95,309.2,0
1457,44.3,98,309.2,0
1533,37,101,309.2,0
1622,31.8,103,309,0
1791,28.2,108,309.1,0
1631,28.3,110,309.1,0
2174,16.9,112,309,0
1314,58.2,114,309,0
1478,46.9,116,309.1,0
1783,27.3,118,309.2,0
1385,46.1,120,309.2,0
1444,43.6,123,309.2,0
1841,23,125,309.3,0
1349,56.2,127,309.4,0
1340,56,130,309.3,0
1539,43.2,132,309.2,0
1932,21.8,135,309.3,0
1407,43.9,138,309.3,0
1712,28.5,141,309.3,0
1329,55.2,143,309.4,0
1441,42.9,148,309.2,0
1610,32.1,150,309.2,0
1474,45.2,152,309.1,0
1624,30.8,155,309.1,0
1520,38.2,158,309.3,0
1448,45.8,163,309.3,0
1558,29.7,168,309.3,0
2293,16.3,170,309.3,0
1397,51.2,173,309.3,0
1972,22,175,309.3,0
1574,36.5,177,309.2,0
1560,38.9,180,309.2,0
1353,49.8,182,309.2,0
1389,51.2,185,309.2,0
1513,43.8,188,309.1,0
1578,42.1,191,309.1,0
1467,37.3,193,309,0
1412,48.3,198,309.1,0
1668,30.3,200,309.1,0
1678,29.8,202,309.2,0
1612,35.4,205,309.1,0
1485,39.9,207,309.1,0
1456,39.4,209,309.1,0
1504,38.7,212,309.2,0
1491,44.3,214,309.2,0
1525,33.2,0,309.2,0
1759,27.9,5,309.2,0
1355,56.7,7,309.1,0
1345,56.8,10,309.1,0
1683,30.5,13,309.2,0
1658,34.8,16,309.2,0
1566,34.4,18,309.2,0
1469,43.9,20,309.3,0
1458,46.9,23,309.5,0
1858,23.6,26,309.4,0
1563,40.8,28,309.4,0
2141,17.9,33,309.4,0
1473,46,35,309.3,0
1498,38.5,37,309.4,0
1568,39.7,42,309.4,0
1694,27.4,44,309.4,0
1499,35.7,46,309.4,0
1717,28.3,48,309.5,0
1462,42.8,50,309.5,0
1642,34.5,53,309.6,0
1760,25.4,55,309.6,0
1660,32.7,57,309.5,0
1557,40.6,59,309.5,0
1442,49.2,61,309.6,0
1359,51.5,66,309.6,0
1342,52.5,68,309.8,0
1435,54.8,70,309.9,0
1567,36.5,72,309.9,0
1376,43.5,74,309.9,0
1513,38.7,76,309.9,0
2563,12.8,81,309.9,1
1521,45.1,86,310,0
1658,34.7,88,310,0
1419,42.4,90,310,0
1478,36.3,95,310,0
1415,43.5,98,310,0
1780,26.5,101,309.9,0
1440,42.8,104,309.7,0
1448,39.7,107,309.8,0
1500,35.2,112,309.7,0
1513,32.9,117,309.8,0
1428,43.8,119,309.8,0
1473,42.3,121,309.8,0
1483,49.3,124,309.9,0
1534,42.5,127,309.7,0
1367,54,129,309.8,0
1467,36.9,131,309.7,0
1488,42.2,133,309.7,0
1679,30.1,136,309.7,0
1409,47.5,138,309.8,0
1367,51.2,143,309.7,0
1314,63.1,146,309.8,0
1480,40,148,309.9,0
1549,38.9,150,309.8,0
1685,31.3,152,309.7,0
1536,34.5,154,309.6,0
1539,37.7,156,309.7,0
1384,45.1,159,309.7,0
1614,30.3,161,309.6,0
1675,35.5,164,309.6,0
1685,32.3,167,309.7,0
1386,56.9,170,309.6,0
1488,41.3,172,309.6,0
1624,32.6,175,309.6,0
1600,34.6,177,309.6,0
1468,44.7,179,309.6,0
1435,45.4,181,309.6,0
1564,33.4,183,309.5,0
1329,53.6,186,309.4,0
1570,36.8,189,309.3,0
1433,48.8,191,309.4,0
1527,37,194,309.4,0
1443,50.3,196,309.3,0
1616,32,199,309.3,0
1654,31,201,309.3,0
1685,27.1,203,309.3,0
1456,48.8,205,309.4,0
1752,27.8,208,309.4,0
1438,51,211,309.2,0
1551,33.7,214,309.1,0
1599,30.1,216,309.2,0
1732,33.7,218,309.2,0
1418,39.8,221,309.2,0
1401,44.5,0,309.1,0
1454,51.7,2,309,0
1635,32.4,4,309.2,0
1489,40.3,7,309.1,0
1465,40.6,9,309.1,0
1463,45.7,11,309.1,0
1560,35.4,14,309.1,0
1454,44.4,19,309.2,0
1479,47,22,309.1,0
1430,43.4,24,309.2,0
1533,38,26,309.1,0
1404,54.8,29,309,0
1548,38.4,31,308.9,0
1612,33,34,309,0
1642,31.2,37,309,0
1406,42.2,40,309.1,0
1587,31.4,43,309.2,0
1364,47.6,45,309.2,0
1462,51.4,48,309.2,0
1649,32.4,50,309.2,0
1752,29,52,309.2,0
1396,51.2,54,309.3,0
2179,16.3,59,309.4,0
1653,27.6,62,309.5,0
2025,21.4,64,309.5,0
1426,53.6,66,309.6,0
1503,38.4,68,309.6,0
1525,36.5,71,309.6,0
1423,49.1,74,309.6,0
1435,44.7,76,309.7,0
1495,36.5,79,309.5,0
1557,33.8,84,309.5,0
1474,40.7,87,309.4,0
1465,46,89,309.3,0
1589,34.9,91,309.3,0
1475,46.8,94,309.3,0
1442,43.2,96,309.4,0
1556,36,98,309.4,0
1425,45.3,100,309.3,0
1580,38.3,102,309.3,0
1474,40.7,104,309.4,0
1489,38.4,109,309.4,0
1946,20.5,111,309.4,0
1342,62.4,113,309.4,1
1758,26.8,116,309.5,0
1724,25.6,119,309.4,0
1430,48.5,122,309.5,0
1612,35.2,124,309.5,0
1469,43.4,126,309.5,0
1384,42.4,131,309.6,0
1724,28.1,133,309.6,0
1397,48,135,309.6,0
1588,32.7,138,309.6,0
1468,42,141,309.7,0
1594,31.1,143,309.8,0
1511,39.3,146,309.7,0
1493,38.9,149,309.8,0
1709,27,151,309.8,0
1501,36.1,156,309.6,0
1668,30.8,158,309.7,0
1502,48.9,160,309.6,0
1288,58.4,162,309.7,0
1491,42.9,165,309.7,0
1519,39.6,167,309.8,0
1984,19.7,169,309.9,0
1643,32.9,171,309.9,0
1625,31.6,173,310,0
2068,17.8,176,310,0
1469,39.7,179,310.1,0
1558,36.3,184,310.1,0
1344,54.8,186,310,0
1455,44.1,188,310.1,0
1355,53.6,193,310.1,0
1269,56.8,195,310.1,1
1550,41.5,197,310,0
1525,37.8,199,310.1,0
1696,32.4,202,310,0
1937,21.8,205,310.1,0
1689,32.1,207,310,0
1593,30.8,210,310,0
1565,36,213,309.9,0
1665,31.4,0,310,0
1532,36.3,2,310,0
1438,40.9,7,310,0
1531,41.6,9,310.1,0
1506,40.8,11,310,0
1382,52.4,13,309.9,0
1456,50.8,15,309.9,0
1445,45.6,18,310,0
1515,40.9,21,309.9,0
1449,45.5,23,309.9,0
1362,50.7,25,309.9,0
1687,29.7,30,309.9,0
1618,37.6,32,310,0
1558,32.6,34,310.1,0
1662,31,37,310.1,0
1295,56.6,39,310.1,0
1385,42.3,42,310.2,0
1479,45.5,44,310.1,0
1400,44.3,47,310.3,0
1357,54.5,49,310.3,0
1657,34.1,52,310.2,0
1496,43.4,54,310.2,0
1379,43.2,56,310.3,0
1548,38.6,59,310.3,0
1499,38.1,61,310.3,0
1390,45.8,63,310.5,0
1538,38.4,65,310.4,0
1365,47.7,70,310.5,0
1503,48.6,72,310.5,0
1390,49.9,74,310.4,0
1497,45.7,76,310.3,0
1577,48.3,78,310.4,0
1432,54.3,81,310.5,0
1563,39.9,83,310.5,0
1433,43.4,86,310.4,0
1384,50.1,88,310.4,0
1346,46.7,90,310.4,0
1459,44.7,92,310.4,0
1639,28.9,94,310.4,0
1737,31.9,96,310.4,0
1489,43.5,98,310.5,0
1492,43,100,310.6,0
1217,60.6,103,310.5,0
1636,28.7,106,310.5,0
1436,49.7,108,310.4,0
1689,30.6,110,310.4,0
2289,16.4,112,310.5,0
1522,41,114,310.6,0
1351,52.9,116,310.5,0
1589,36.7,118,310.5,0
1578,34.1,120,310.6,0
1587,33.7,122,310.6,0
1962,20.2,124,310.6,0
2432,14.2,126,310.6,0
1418,43.9,129,310.6,0
1683,29.7,131,310.7,0
1385,50.7,133,310.8,0
1559,44.5,135,310.8,0
1671,31.6,137,310.8,0
1343,49.5,140,310.8,0
1548,34.2,143,310.8,0
1705,31.2,146,310.9,0
1535,35.4,148,310.8,0
1564,34.1,150,310.8,0
1510,40.9,152,310.9,0
1492,45.2,155,310.9,0
1452,44.1,157,310.8,0
1329,52,160,310.7,0
1382,52.4,165,310.8,0
1628,36.4,167,310.8,0
1706,27.9,170,310.7,0
1594,34.1,172,310.7,0
1761,24.3,174,310.7,0
1529,41.8,176,310.6,0
1532,40.7,178,310.7,0
1673,27.8,181,310.7,0
1285,62.6,183,310.8,1
1680,31.4,185,310.8,0
1610,34.6,187,310.8,0
1632,31.6,189,310.9,0
1559,40.2,191,310.9,0
1367,49,193,310.8,0
1355,57.8,195,310.8,1
1414,51.7,197,310.7,0
1522,36.6,202,310.6,0
1525,41.9,204,310.6,0
1394,46.5,206,310.6,0
1519,40.7,208,310.6,0
1445,43.9,210,310.6,0
1555,43.3,212,310.6,0
1633,39.5,0,310.5,0
1630,30.3,2,310.6,0
1692,32.3,5,310.7,0
1790,26.2,8,310.7,0
1350,58.5,13,310.8,0
2760,8,15,310.9,1
1584,32.2,17,310.7,0
1989,21.8,19,310.7,0
1431,44.3,21,310.8,0
1568,35.2,23,310.7,0
1376,50.6,25,310.7,0
1459,46.9,27,310.6,0
1385,47.5,30,310.8,0
